,Neighborhood,Price($),Style,Sq. Ft.,Fire?
2573,Edwards,120000,1 Story,1340,Yes
2574,IDOTRR,85000,1 Story,759,No
2575,NAmes,124400,1 Story,1051,No
2576,Mitchel,228500,1 Story,1689,Yes
2577,NWAmes,113000,1 Story,1216,No
2578,Edwards,128000,Other,1150,Yes
2579,Crawfor,205000,Other,1567,Yes
2580,SawyerW,238000,2 Story,2127,Yes
2581,NridgHt,380000,2 Story,2643,Yes
2582,CollgCr,213500,2 Story,1797,No
2583,Somerst,310000,2 Story,2007,Yes
2584,NAmes,160000,1 Story,1251,Yes
2585,Edwards,133500,Other,1044,Yes
2586,NAmes,135750,1 Story,952,No
2587,StoneBr,239500,1 Story,1734,No
2588,Gilbert,230000,2 Story,2291,Yes
2589,NridgHt,320000,2 Story,2250,Yes
2590,Crawfor,140000,2 Story,1717,Yes
2591,NAmes,133000,Other,1578,Yes
2592,Edwards,127000,Other,1531,Yes
2593,OldTown,78000,1 Story,899,No
2594,CollgCr,122000,1 Story,969,No
2595,Edwards,123000,1 Story,1092,No
2596,BrkSide,124000,Other,1210,No
2597,Edwards,131000,Other,1716,Yes
2598,Gilbert,274725,2 Story,2021,Yes
2599,Crawfor,193000,1 Story,1561,Yes
2600,Sawyer,135000,1 Story,864,Yes
2601,SawyerW,220000,2 Story,1958,Yes
2602,Gilbert,172785,2 Story,1456,No
2603,Gilbert,173000,2 Story,1671,Yes
2604,StoneBr,270000,2 Story,2687,No
2605,StoneBr,334000,1 Story,1710,Yes
2606,SWISU,130000,2 Story,1964,No
2607,Timber,241500,1 Story,1501,Yes
2608,CollgCr,222500,2 Story,2031,Yes
2609,SWISU,115000,Other,1639,No
2610,NridgHt,207000,1 Story,1358,Yes
2611,Gilbert,160000,1 Story,1187,No
2612,CollgCr,200141,1 Story,1316,Yes
2613,Sawyer,105000,1 Story,872,Yes
2614,CollgCr,173500,2 Story,1476,No
2615,Timber,370000,1 Story,1964,Yes
2616,StoneBr,401179,2 Story,2795,Yes
2617,Somerst,196000,1 Story,1391,No
2618,BrkSide,153575,2 Story,1396,No
2619,IDOTRR,149000,2 Story,1930,No
2620,NAmes,165000,Other,1431,Yes
2621,Gilbert,177594,2 Story,1456,No
2622,Gilbert,195500,2 Story,1604,Yes
2623,IDOTRR,50138,1 Story,952,No
2624,Timber,218689,2 Story,1612,No
2625,NAmes,148500,1 Story,1002,No
2626,Mitchel,93500,1 Story,974,No
2627,NAmes,151500,1 Story,1248,No
2628,NridgHt,217300,1 Story,1358,Yes
2629,Somerst,146000,2 Story,1392,No
2630,SawyerW,142953,2 Story,2240,No
2631,NWAmes,299800,2 Story,2715,Yes
2632,Mitchel,190000,Other,1285,Yes
2633,Gilbert,211000,2 Story,1948,Yes
2634,NAmes,147000,1 Story,1207,No
2635,Somerst,239000,2 Story,1950,Yes
2636,NAmes,155000,1 Story,1215,No
2637,CollgCr,200000,1 Story,1290,Yes
2638,StoneBr,286000,1 Story,1593,Yes
2639,Gilbert,199500,1 Story,1324,No
2640,NAmes,128500,Other,1133,No
2641,NridgHt,409900,2 Story,2520,Yes
2642,NAmes,140000,Other,1668,No
2643,NAmes,112500,Other,984,No
2644,Veenker,385000,1 Story,1842,Yes
2645,OldTown,128900,Other,1378,No
2646,Blueste,115000,2 Story,1032,Yes
2647,IDOTRR,147000,2 Story,1344,No
2648,NAmes,162000,1 Story,1336,Yes
2649,BrkSide,123900,Other,1040,No
2650,Sawyer,109900,1 Story,904,No
2651,NridgHt,319500,2 Story,2100,Yes
2652,OldTown,136000,Other,2526,Yes
2653,Crawfor,177000,Other,1913,Yes
2654,Timber,179781,1 Story,1214,No
2655,BrkSide,135000,Other,1274,No
2656,Crawfor,375000,1 Story,1778,Yes
2657,NAmes,193500,2 Story,2142,Yes
2658,NAmes,142000,1 Story,884,No
2659,NridgHt,354000,2 Story,2468,Yes
2660,BrkSide,121600,Other,1230,No
2661,SawyerW,118858,1 Story,1535,No
2662,NAmes,135960,Other,943,Yes
2663,Gilbert,165500,Other,1394,Yes
2664,NWAmes,174000,1 Story,1284,No
2665,NridgHt,356000,1 Story,1816,Yes
2666,Edwards,98000,Other,1529,No
2667,OldTown,45000,1 Story,612,No
2668,Edwards,165400,2 Story,1656,Yes
2669,OldTown,156500,2 Story,1690,No
2670,NAmes,159000,Other,1734,Yes
2671,CollgCr,143750,1 Story,848,No
2672,Mitchel,173500,1 Story,1430,No
2673,NoRidge,362500,2 Story,2349,Yes
2674,ClearCr,233500,2 Story,1759,Yes
2675,OldTown,76500,2 Story,2256,No
2676,CollgCr,120000,1 Story,879,No
2677,OldTown,108500,1 Story,960,No
2678,Crawfor,140000,Other,1355,No
2679,NridgHt,415000,1 Story,1868,Yes
2680,NWAmes,196500,2 Story,1714,Yes
2681,Sawyer,94000,Other,1020,No
2682,NAmes,141500,1 Story,894,Yes
2683,Timber,176000,1 Story,1137,Yes
2684,NAmes,152000,1 Story,1242,No
2685,Crawfor,110000,Other,1374,No
2686,NWAmes,188900,2 Story,1857,Yes
2687,IDOTRR,152000,Other,1558,No
2688,StoneBr,356383,2 Story,2473,Yes
2689,NAmes,226000,2 Story,2157,Yes
2690,BrkSide,105000,Other,1342,Yes
2691,Timber,175000,Other,1509,Yes
2692,Crawfor,200624,1 Story,2515,Yes
2693,IDOTRR,82375,2 Story,1344,No
2694,CollgCr,143500,1 Story,1268,No
2695,Gilbert,219210,2 Story,1863,Yes
2696,OldTown,160000,Other,1984,No
2697,NWAmes,192350,1 Story,1353,Yes
2698,Blueste,116500,2 Story,1032,Yes
2699,Somerst,164500,2 Story,1224,No
2700,CollgCr,123600,1 Story,990,No
2701,Sawyer,139000,1 Story,1092,Yes
2702,ClearCr,180000,Other,988,Yes
2703,Greens,188000,1 Story,1036,Yes
2704,SawyerW,270000,1 Story,1433,Yes
2705,Gilbert,189500,2 Story,1608,Yes
2706,CollgCr,198500,2 Story,1725,No
2707,NAmes,172000,Other,1651,Yes
2708,OldTown,129000,Other,1633,Yes
2709,NAmes,200000,2 Story,2634,No
2710,BrkSide,60000,1 Story,800,Yes
2711,OldTown,61500,1 Story,492,No
2712,NAmes,92900,1 Story,1040,No
2713,NAmes,185900,1 Story,1565,Yes
2714,Edwards,149900,1 Story,1466,Yes
2715,NWAmes,157000,1 Story,1178,Yes
2716,Edwards,125600,Other,1079,Yes
2717,Edwards,182000,Other,1560,Yes
2718,NAmes,149500,1 Story,1505,Yes
2719,OldTown,104500,1 Story,968,No
2720,Somerst,176500,2 Story,1501,Yes
2721,NAmes,145000,Other,1138,No
2722,Mitchel,188000,1 Story,1728,No
2723,Crawfor,239000,2 Story,2624,Yes
2724,NridgHt,200000,1 Story,1405,Yes
2725,NAmes,113000,1 Story,793,No
2726,NAmes,135000,Other,893,No
2727,NAmes,120000,1 Story,1202,No
2728,Gilbert,198444,2 Story,1746,Yes
2729,NridgHt,395000,1 Story,1973,Yes
2730,Sawyer,132000,Other,934,No
2731,Edwards,147500,1 Story,1256,No
2732,OldTown,80000,1 Story,747,No
2733,NridgHt,445000,1 Story,2452,Yes
2734,NAmes,136000,1 Story,1040,No
2735,Somerst,205000,2 Story,1812,Yes
2736,NAmes,144000,1 Story,1200,Yes
2737,SWISU,149000,2 Story,1510,No
2738,Edwards,111000,1 Story,948,No
2739,OldTown,111500,Other,1657,Yes
2740,NAmes,141500,1 Story,1337,Yes
2741,Gilbert,239900,2 Story,1801,Yes
2742,Somerst,165000,2 Story,1200,No
2743,BrkSide,134000,Other,1132,No
2744,Edwards,185000,Other,1674,Yes
2745,NAmes,136000,1 Story,1080,No
2746,Somerst,247000,1 Story,1460,Yes
2747,StoneBr,545224,2 Story,3390,Yes
2748,NAmes,161000,Other,1042,No
2749,NWAmes,185000,2 Story,1876,Yes
2750,NridgHt,282500,1 Story,1565,Yes
2751,StoneBr,441929,1 Story,2234,Yes
2752,BrkSide,123000,Other,1136,No
2753,CollgCr,155000,1 Story,990,No
2754,OldTown,85000,Other,1141,No
2755,NAmes,175000,Other,1280,Yes
2756,Edwards,110000,1 Story,894,No
2757,StoneBr,538000,2 Story,3279,Yes
2758,Sawyer,129500,1 Story,988,No
2759,StoneBr,470000,1 Story,2000,Yes
2760,CollgCr,127000,1 Story,864,No
2761,CollgCr,150000,1 Story,1026,No
2762,NoRidge,302000,2 Story,2810,Yes
2763,CollgCr,178000,1 Story,1212,No
2764,SawyerW,228500,2 Story,1982,Yes
2765,SawyerW,239900,2 Story,1879,Yes
2766,NAmes,124000,Other,1025,No
2767,NAmes,144000,1 Story,1344,Yes
2768,NPkVill,148500,2 Story,1456,Yes
2769,Gilbert,189000,Other,1628,Yes
2770,MeadowV,83500,2 Story,1092,No
2771,OldTown,110000,Other,1382,Yes
2772,Sawyer,163000,2 Story,1440,Yes
2773,BrkSide,64000,Other,670,No
2774,Timber,320000,1 Story,1960,Yes
2775,Mitchel,139000,1 Story,816,No
2776,Blmngtn,167240,1 Story,1248,No
2777,NridgHt,252000,1 Story,1618,Yes
2778,NAmes,153000,Other,1520,Yes
2779,OldTown,178000,2 Story,1641,Yes
2780,Gilbert,222500,2 Story,2035,Yes
2781,Edwards,136900,Other,1855,No
2782,OldTown,155000,2 Story,1826,Yes
2783,NridgHt,390000,2 Story,2748,Yes
2784,CollgCr,209700,2 Story,1809,No
2785,NWAmes,207500,1 Story,1686,Yes
2786,CollgCr,204000,1 Story,1501,No
2787,BrkSide,162500,Other,1716,No
2788,Gilbert,174000,2 Story,1481,Yes
2789,CollgCr,424870,2 Story,2828,Yes
2790,Edwards,196500,2 Story,1724,Yes
2791,StoneBr,247900,1 Story,1682,Yes
2792,OldTown,117000,Other,1214,No
2793,NAmes,145000,1 Story,1728,No
2794,SawyerW,225000,Other,1511,Yes
2795,Sawyer,148000,Other,1075,No
2796,Somerst,210400,1 Story,1335,No
2797,NAmes,161000,1 Story,1433,Yes
2798,OldTown,59000,1 Story,599,No
2799,NridgHt,296000,1 Story,1782,Yes
2800,NridgHt,255500,1 Story,1717,Yes
2801,NridgHt,253293,1 Story,2042,Yes
2802,Edwards,103600,2 Story,1369,No
2803,BrkSide,110000,Other,1324,No
2804,Somerst,197000,2 Story,1576,No
2805,NAmes,135000,1 Story,1064,No
2806,SawyerW,118964,1 Story,1535,No
2807,Edwards,98000,1 Story,864,No
2808,Mitchel,130000,1 Story,874,No
2809,CollgCr,239900,1 Story,1468,Yes
2810,StoneBr,260000,1 Story,1530,Yes
2811,NAmes,102000,1 Story,1238,Yes
2812,NAmes,119500,1 Story,950,No
2813,CollgCr,224900,1 Story,1661,No
2814,IDOTRR,116000,2 Story,1403,No
2815,Greens,211500,1 Story,1226,Yes
2816,NAmes,127000,Other,1145,No
2817,CollgCr,274000,2 Story,1947,Yes
2818,BrkSide,109000,1 Story,816,No
2819,OldTown,108480,1 Story,1073,No
2820,NWAmes,174000,Other,1324,Yes
2821,NridgHt,610000,1 Story,2674,Yes
2822,NoRidge,268000,2 Story,2295,Yes
2823,Timber,287000,1 Story,2898,Yes
2824,IDOTRR,91000,1 Story,1077,Yes
2825,NAmes,163500,1 Story,1657,Yes
2826,Timber,312500,1 Story,1800,Yes
2827,Mitchel,188000,Other,1356,Yes
2828,OldTown,129500,Other,2058,Yes
2829,Crawfor,163500,1 Story,964,No
2830,BrkSide,132000,Other,1322,No
2831,CollgCr,145000,1 Story,848,No
2832,CollgCr,217500,2 Story,1842,Yes
2833,NridgHt,460000,2 Story,2790,Yes
2834,OldTown,185000,Other,2454,Yes
2835,NAmes,166000,Other,1385,No
2836,OldTown,124500,2 Story,1960,No
2837,Mitchel,173000,Other,1200,No
2838,NWAmes,292500,2 Story,2840,Yes
2839,IDOTRR,165500,Other,1955,No
2840,CollgCr,235000,2 Story,1865,Yes
2841,NWAmes,169000,Other,1102,Yes
2842,NAmes,135000,1 Story,1866,No
2843,Edwards,125000,Other,1125,Yes
2844,NAmes,174850,1 Story,1721,Yes
2845,Gilbert,171500,1 Story,1341,Yes
2846,SawyerW,191750,2 Story,1820,No
2847,OldTown,120000,1 Story,1027,Yes
2848,NoRidge,260400,1 Story,1720,Yes
2849,Gilbert,170000,Other,1374,Yes
2850,NridgHt,274900,1 Story,1713,Yes
2851,Crawfor,263400,Other,2161,Yes
2852,CollgCr,270000,1 Story,1673,Yes
2853,NoRidge,271000,2 Story,2127,Yes
2854,IDOTRR,51689,1 Story,729,No
2855,Edwards,67000,1 Story,864,No
2856,Somerst,165000,2 Story,1382,No
2857,BrkSide,132500,Other,1281,No
2858,NridgHt,277500,1 Story,1561,Yes
2859,NAmes,143000,1 Story,1568,No
2860,CollgCr,210000,2 Story,1908,Yes
2861,SawyerW,67500,1 Story,1012,No
2862,Somerst,160000,2 Story,1252,No
2863,OldTown,169000,2 Story,2014,No
2864,NPkVill,146000,2 Story,1548,Yes
2865,NAmes,127000,Other,1507,No
2866,Blueste,185000,1 Story,1034,Yes
2867,ClearCr,182000,1 Story,1522,Yes
2868,Somerst,152000,2 Story,1236,No
2869,NoRidge,403000,2 Story,2794,Yes
2870,Veenker,150000,2 Story,2944,Yes
2871,NAmes,122500,1 Story,972,No
2872,BrkSide,149000,Other,1576,Yes
2873,NAmes,132000,Other,1224,No
2874,Somerst,240000,1 Story,1578,Yes
2875,NAmes,119000,1 Story,988,No
2876,Edwards,165000,Other,1033,No
2877,NWAmes,175000,2 Story,1743,Yes
2878,NoRidge,315000,2 Story,2630,Yes
2879,CollgCr,195800,2 Story,1611,No
2880,NoRidge,315000,2 Story,2799,Yes
2881,IDOTRR,119500,Other,1376,Yes
2882,NWAmes,213250,1 Story,1680,Yes
2883,Edwards,80000,1 Story,943,No
2884,NAmes,181900,1 Story,1429,Yes
2885,NWAmes,154000,2 Story,1556,No
2886,CollgCr,179600,1 Story,1422,No
2887,Gilbert,225000,2 Story,1983,Yes
2888,Mitchel,271000,1 Story,1689,Yes
2889,OldTown,65000,1 Story,1588,No
2890,Veenker,279700,1 Story,1494,Yes
2891,Gilbert,189500,2 Story,1630,Yes
2892,OldTown,132000,2 Story,1432,No
2893,Crawfor,145000,2 Story,1316,Yes
2894,OldTown,103200,Other,882,No
2895,Mitchel,300000,1 Story,2032,No
2896,CollgCr,279500,1 Story,1494,Yes
2897,NAmes,138800,1 Story,1096,No
2898,NAmes,163000,1 Story,1040,Yes
2899,Edwards,130000,2 Story,1709,No
2900,CollgCr,235000,1 Story,1525,No
2901,Sawyer,129000,1 Story,894,Yes
2902,NridgHt,462000,2 Story,2772,Yes
2903,IDOTRR,89000,2 Story,1361,No
2904,SWISU,161900,Other,1920,Yes
2905,Sawyer,169000,1 Story,1494,Yes
2906,IDOTRR,106500,1 Story,951,No
2907,Mitchel,131250,Other,1091,No
2908,NoRidge,285000,Other,2872,Yes
2909,NAmes,139000,1 Story,1339,No
2910,Mitchel,173000,2 Story,1632,Yes
2911,ClearCr,279000,1 Story,1743,Yes
2912,NAmes,125000,1 Story,948,No
2913,OldTown,87000,2 Story,1774,No
2914,MeadowV,85000,2 Story,1112,No
2915,OldTown,125000,Other,1472,No
2916,NAmes,159000,1 Story,1384,No
2917,SawyerW,260000,2 Story,2814,Yes
2918,NridgHt,437154,2 Story,2728,Yes
2919,NAmes,130000,Other,1360,Yes
2920,Sawyer,154500,1 Story,1068,No
2921,Edwards,61500,1 Story,1152,No
2922,Mitchel,153500,1 Story,1337,No
2923,OldTown,37900,Other,968,No
